,Input_text,road_condition,traffic_condition,scenary_data,weather_codition,attractions,Difficulty_score
274,On the way from Idukki to Kannur there is forest,0,0,forest,0,0,0.0
275,There is few resturants from Idukki to Kannur,0,0,0,0,0,0.0
276,On the way from Idukki to Kannur there is no scenary,0,0,no scenary,0,0,0.0
277,There is lot of resturants from Kannur to Kasaragod,0,0,lot of resturants,0,0,0.0
278,On the way from Kannur to Kasaragod there is amusement parks,0,0,amusement parks,0,0,0.0
279,There is less resturants from Kannur to Kasaragod,0,0,0,0,0,0.0
280,On the way from Kannur to Kasaragod there is forest,0,0,forest,0,0,0.0
281,There is few resturants from Kannur to Kasaragod,0,0,0,0,0,0.0
282,On the way from Kannur to Kasaragod there is no scenary,0,0,no scenary,0,0,0.0
283,There is lot of resturants from Kasaragod to Kollam,0,0,lot of resturants,0,0,0.0
284,On the way from Kasaragod to Kollam there is amusement parks,0,0,amusement parks,0,0,0.0
285,There is less resturants from Kasaragod to Kollam,0,0,0,0,0,0.0
286,On the way from Kasaragod to Kollam there is forest,0,0,forest,0,0,0.0
287,There is few resturants from Kasaragod to Kollam,0,0,0,0,0,0.0
288,On the way from Kasaragod to Kollam there is no scenary,0,0,no scenary,0,0,0.0
289,There is lot of resturants from Kollam to Kottayam,0,0,lot of resturants,0,0,0.0
290,On the way from Kollam to Kottayam there is amusement parks,0,0,amusement parks,0,0,0.0
291,There is less resturants from Kollam to Kottayam,0,0,0,0,0,0.0
292,On the way from Kollam to Kottayam there is forest,0,0,forest,0,0,0.0
293,There is few resturants from Kollam to Kottayam,0,0,0,0,0,0.0
294,On the way from Kollam to Kottayam there is no scenary,0,0,no scenary,0,0,0.0
295,There is lot of resturants from Kottayam to Kozhikode,0,0,lot of resturants,0,0,0.0
296,On the way from Kottayam to Kozhikode there is amusement parks,0,0,amusement parks,0,0,0.0
297,There is less resturants from Kottayam to Kozhikode,0,0,0,0,0,0.0
298,On the way from Kottayam to Kozhikode there is forest,0,0,forest,0,0,0.0
299,There is few resturants from Kottayam to Kozhikode,0,0,0,0,0,0.0
300,On the way from Kottayam to Kozhikode there is no scenary,0,0,no scenary,0,0,0.0
301,There is lot of resturants from Kozhikode to Malappuram,0,0,lot of resturants,0,0,0.0
302,On the way from Kozhikode to Malappuram there is amusement parks,0,0,amusement parks,0,0,0.0
303,There is less resturants from Kozhikode to Malappuram,0,0,0,0,0,0.0
304,On the way from Kozhikode to Malappuram there is forest,0,0,forest,0,0,0.0
305,There is few resturants from Kozhikode to Malappuram,0,0,0,0,0,0.0
306,On the way from Kozhikode to Malappuram there is no scenary,0,0,no scenary,0,0,0.0
307,There is lot of resturants from Malappuram to Palakkad,0,0,lot of resturants,0,0,0.0
308,On the way from Malappuram to Palakkad there is amusement parks,0,0,amusement parks,0,0,0.0
309,There is less resturants from Malappuram to Palakkad,0,0,0,0,0,0.0
310,On the way from Malappuram to Palakkad there is forest,0,0,forest,0,0,0.0
311,There is few resturants from Malappuram to Palakkad,0,0,0,0,0,0.0
312,On the way from Malappuram to Palakkad there is no scenary,0,0,no scenary,0,0,0.0
313,There is lot of resturants from Palakkad to Pathanamthitta,0,0,lot of resturants,0,0,0.0
314,On the way from Palakkad to Pathanamthitta there is amusement parks,0,0,amusement parks,0,0,0.0
315,There is less resturants from Palakkad to Pathanamthitta,0,0,0,0,0,0.0
316,On the way from Palakkad to Pathanamthitta there is forest,0,0,forest,0,0,0.0
317,There is few resturants from Palakkad to Pathanamthitta,0,0,0,0,0,0.0
318,On the way from Palakkad to Pathanamthitta there is no scenary,0,0,no scenary,0,0,0.0
319,There is lot of resturants from Pathanamthitta to Thiruvananthapuram,0,0,lot of resturants,0,0,0.0
320,On the way from Pathanamthitta to Thiruvananthapuram there is amusement parks,0,0,amusement parks,0,0,0.0
321,There is less resturants from Pathanamthitta to Thiruvananthapuram,0,0,0,0,0,0.0
322,On the way from Pathanamthitta to Thiruvananthapuram there is forest,0,0,forest,0,0,0.0
323,There is few resturants from Pathanamthitta to Thiruvananthapuram,0,0,0,0,0,0.0
324,On the way from Pathanamthitta to Thiruvananthapuram there is no scenary,0,0,no scenary,0,0,0.0
325,There is lot of resturants from Thiruvananthapuram to Thrissur,0,0,lot of resturants,0,0,0.0
326,on the way from Thiruvananthapuram to Thrissur there is amusement parks,0,0,amusement parks,0,0,0.0
327,There is less resturants from Thiruvananthapuram to Thrissur,0,0,0,0,0,0.0
328,On the way from Thiruvananthapuram to Thrissur there is forest,0,0,forest,0,0,0.0
329,There is few resturants from Thiruvananthapuram to Thrissur,0,0,0,0,0,0.0
330,On the way from Thiruvananthapuram to Thrissur there is no scenary,0,0,no scenary,0,0,0.0
331,There is lot of resturants from Thrissur to Wayanad,0,0,lot of resturants,0,0,0.0
332,On the way from Thrissur to Wayanad there is amusement parks,0,0,amusement parks,0,0,0.0
333,There is less resturants from Thrissur to Wayanad,0,0,0,0,0,0.0
334,On the way from Thrissur to Wayanad there is forest,0,0,forest,0,0,0.0
335,There is few resturants from Thrissur to Wayanad,0,0,0,0,0,0.0
336,On the way from Thrissur to Wayanad there is no scenary,0,0,no scenary,0,0,0.8689692982456141
337,"On the way from Alappuzha to Ernakulam,the road was smooth and then traffic was heavy . There was lot of restuarants on the way On the way from Alappuzha to Ernakulam,the road was smooth and then traffic was heavy . There was less restuarants on the way On the way from Alappuzha to Ernakulam,the road was smooth and then traffic was heavy . There was few restuarants on the way On the way from Alappuzha to Ernakulam,the road was smooth and then traffic was very smooth . There was lot of restuarants on the way On the way from Alappuzha to Ernakulam,the road was smooth and then traffic was very smooth . There was less restuarants on the way On the way from Alappuzha to Ernakulam,the road was smooth and then traffic was very smooth . There was few restuarants on the way On the way from Alappuzha to Ernakulam,the road was smooth and then traffic was crawling . ",smooth,crawling,few restuarants,0,0,1.44209774941216
338,"There was lot of restuarants  On the way from Kannur to Kasaragod,the road was bumpy and then traffic was heavy .",bumpy,heavy,lot of restuarants,0,0,1.4334469417833455
339,"There was less restuarants  On the way from Kannur to Kasaragod,the road was bumpy and then traffic was heavy .",bumpy,heavy,less restuarants,0,0,1.424910873440285
340,"There was few restuarants on the way Kannur to Kasaragod,the road was bumpy and then traffic was very smooth .",bumpy,very smooth,few restuarants,0,0,1.4324994656597323
341,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was very smooth . ",bumpy,very smooth,lot of restuarants,0,0,1.4397527827209602
342,"There was less restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was very smooth .",bumpy,very smooth,less restuarants,0,0,1.4466880341880342
343,"There was few restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was crawling .",bumpy,crawling,few restuarants,0,0,1.438323201621074
344,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was crawling .",bumpy,crawling,lot of restuarants,0,0,1.4300638929667688
345,"There was less restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was crawling .",bumpy,crawling,less restuarants,0,0,1.4219079641350212
346,"There was few restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was less .",bumpy,less,few restuarants,0,0,1.4186982932707968
347,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was less .",bumpy,less,lot of restuarants,0,0,1.4155133569359513
348,"There was less restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was less . ",bumpy,less,less restuarants,0,0,1.4218943017326027
349,"There was few restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was heavy . ",easy going,heavy,few restuarants,0,0,1.423435746352413
350,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was heavy . ",easy going,heavy,lot of restuarants,0,0,1.4249462943071967
351,"There was less restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was heavy . ",easy going,heavy,less restuarants,0,0,1.4264268233730135
352,"There was few restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was very smooth . ",easy going,very smooth,few restuarants,0,0,1.4420734408221119
353,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was very smooth .",easy going,very smooth,lot of restuarants,0,0,1.4573409261504704
354,"There was less restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was very smooth .",easy going,very smooth,less restuarants,0,0,1.4722437888198758
355,"There was few restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was crawling .",easy going,crawling,few restuarants,0,0,1.4734042553191489
356,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was crawling .",easy going,crawling,lot of restuarants,0,0,1.4745403353975997
357,"There was less restuarants on the way Kannur to Kasaragod,the road was easy going and then traffic was crawling .",easy going,crawling,less restuarants,0,0,1.4756527256527256
358,"There was few restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was less . ",easy going,less,few restuarants,0,0,1.481082375478927
359,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was less . ",easy going,less,lot of restuarants,0,0,1.4864297889078273
360,"There was less restuarants on the way from Kannur to Kasaragod,the road was easy going and then traffic was less .",easy going,less,less restuarants,0,0,1.4832723640514736
361,"There was few restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was heavy . ",bad,heavy,few restuarants,0,0,1.4758856372737774
362,". There was lot of restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was heavy . ",bad,heavy,lot of restuarants,0,0,1.468578540946962
363,"There was less restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was heavy . ",bad,heavy,less restuarants,0,0,1.4613496971068043
364,"There was few restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was very smooth . ",bad,very smooth,few restuarants,0,0,1.4669461055648907
365,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was very smooth .",bad,very smooth,lot of restuarants,0,0,1.4723345967879098
366,"There was less restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was very smooth .",bad,very smooth,less restuarants,0,0,1.4775238948626046
367,"There was few restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was crawling .",bad,crawling,few restuarants,0,0,1.470426483110985
368,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was crawling . ",bad,crawling,lot of restuarants,0,0,1.4634021403147246
369,"There was less restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was crawling .",bad,crawling,less restuarants,0,0,1.456449668474985
370,"There was few restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was less . ",bad,less,few restuarants,0,0,1.4534987145939493
371,"There was lot of restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was less . ",bad,less,lot of restuarants,0,0,1.4505681818181817
372,"There was less restuarants on the way from Kannur to Kasaragod,the road was bad and then traffic was less . ",bad,less,less restuarants,0,0,1.447657867494824
373,"There was few restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was heavy .",smooth,heavy,few restuarants,0,0,1.4409095467308464
374,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was heavy . ",smooth,heavy,lot of restuarants,0,0,1.4342283841638346
375,"There was less restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was heavy . ",smooth,heavy,less restuarants,0,0,1.4276133184718944
376,"There was few restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was very smooth .",smooth,very smooth,few restuarants,0,0,1.4326323149741826
377,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was very smooth . ",smooth,very smooth,lot of restuarants,0,0,1.437481465005931
378,"There was less restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was very smooth .",smooth,very smooth,less restuarants,0,0,1.4421672924488946
379,"There was few restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was crawling .",smooth,crawling,few restuarants,0,0,1.4356673485834728
380,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was crawling . ",smooth,crawling,lot of restuarants,0,0,1.4292294464461186
381,"There was less restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was crawling .",smooth,crawling,less restuarants,0,0,1.422852651860866
382,"There was few restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was less . ",smooth,less,few restuarants,0,0,1.4201280041797282
383,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was less . ",smooth,less,lot of restuarants,0,0,1.4174216027874564
384,"There was less restuarants on the way from Kasaragod to Kollam,the road was smooth and then traffic was less . ",smooth,less,less restuarants,0,0,1.4205528468071722
385,"There was few restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was heavy . ",very smooth,heavy,few restuarants,0,0,1.420110373347312
386,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was heavy .",very smooth,heavy,lot of restuarants,0,0,1.4196657974460254
387,"There was less restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was heavy .",very smooth,heavy,less restuarants,0,0,1.4192192974150175
388,"There was few restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was very smooth . ",very smooth,very smooth,few restuarants,0,0,1.4293603623714122
389,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was very smooth .",very smooth,very smooth,lot of restuarants,0,0,1.4393035985160005
390,"There was less restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was very smooth . ",very smooth,very smooth,less restuarants,0,0,1.449054951961929
391,"There was few restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was crawling .",very smooth,crawling,few restuarants,0,0,1.448485574363888
392,". There was lot of restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was crawling . ",very smooth,crawling,lot of restuarants,0,0,1.4479157534847023
393,"There was less restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was crawling .",very smooth,crawling,less restuarants,0,0,1.4473456233973248
394,"There was few restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was less .",very smooth,less,few restuarants,0,0,1.4500821903734522
395,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was less . ",very smooth,less,lot of restuarants,0,0,1.4527838889829072
396,". There was less restuarants on the way from Kasaragod to Kollam,the road was very smooth and then traffic was less . ",very smooth,less,less restuarants,0,0,1.4541905792723855
397,"There was few restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was heavy . ",broken,heavy,few restuarants,0,0,1.452332517971246
398,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was heavy .",broken,heavy,lot of restuarants,0,0,1.4504987459159762
399,"There was less restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was heavy . ",broken,heavy,less restuarants,0,0,1.4486888397970872
400,"There was few restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was very smooth . ",broken,very smooth,few restuarants,0,0,1.4566649444587962
401,"There was few restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was very smooth . ",broken,very smooth,few restuarants,0,0,1.464497100340949
402,"There was less restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was very smooth . ",broken,very smooth,less restuarants,0,0,1.472189465408805
403,". There was few restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was crawling . ",broken,crawling,few restuarants,0,0,1.4703714967482338
404,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was crawling .",broken,crawling,lot of restuarants,0,0,1.4685759591584158
405,"There was less restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was crawling . ",broken,crawling,less restuarants,0,0,1.4668024799349324
406,"There was less restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was crawling . ",broken,crawling,less restuarants,0,0,1.4650506941907198
407,"There was few restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was less .",broken,less,few restuarants,0,0,1.4663690251453598
408,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was less .",broken,less,lot of restuarants,0,0,1.467678742658516
409,"There was less restuarants on the way from Kasaragod to Kollam,the road was broken and then traffic was less ",broken,0,less restuarants,0,0,0.8673076923076923
410,"There was few restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was heavy . ",bumpy,heavy,few restuarants,0,0,1.4594540025488278
411,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was heavy ",bumpy,0,lot of restuarants,0,0,0.8620030581039756
412,"There was less restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was heavy .",bumpy,heavy,less restuarants,0,0,1.4513221153846154
413,"There was few restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was very smooth .",bumpy,very smooth,few restuarants,0,0,1.4549772036474165
414,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was very smooth .",bumpy,very smooth,lot of restuarants,0,0,1.4585298742138364
415,"There was less restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was very smooth . ",bumpy,very smooth,less restuarants,0,0,1.4619832989807156
416,". There was few restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was crawling . ",bumpy,crawling,few restuarants,0,0,1.456579223872233
417,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was crawling . ",bumpy,crawling,lot of restuarants,0,0,1.451216841841842
418,"There was less restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was crawling . ",bumpy,crawling,less restuarants,0,0,1.445895651094125
419,"There was few restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was less . ",bumpy,less,few restuarants,0,0,1.4434821306312473
420,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was less .",bumpy,less,lot of restuarants,0,0,1.4410826402478798
421,"There was less restuarants on the way from Kasaragod to Kollam,the road was bumpy and then traffic was less . ",bumpy,less,less restuarants,0,0,1.4454679935449166
422,"There was few restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was heavy ",easy going,0,few restuarants,0,0,0.8474264705882353
423,". There was lot of restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was heavy . ",easy going,heavy,lot of restuarants,0,0,1.4511556984467202
424,"There was few restuarants on the way On the way from Kasaragod to Kollam,the road was easy going and then traffic was very smooth ",easy going,0,few restuarants,0,0,0.8557412790697674
425,". There was lot of restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was very smooth",easy going,0,lot of restuarants,0,0,0.8598265895953758
426,"There was less restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was very smooth .",easy going,very smooth,less restuarants,0,0,1.4692461084480182
427,"There was few restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was crawling .",easy going,crawling,few restuarants,0,0,1.4705357142857143
428,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was crawling . ",easy going,crawling,lot of restuarants,0,0,1.4718039772727272
429,"There was less restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was crawling .",easy going,crawling,less restuarants,0,0,1.4730513474326283
430,"There was few restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was less .",easy going,less,few restuarants,0,0,1.477031567093996
431,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was less . ",easy going,less,lot of restuarants,0,0,1.4809676075664018
432,"There was less restuarants on the way from Kasaragod to Kollam,the road was easy going and then traffic was less . ",easy going,less,less restuarants,0,0,1.4786266436364963
433,"There was few restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was heavy .",bad,heavy,few restuarants,0,0,1.4735809178743962
434,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was heavy .",bad,heavy,lot of restuarants,0,0,1.4685712486959024
435,"There was less restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was heavy . ",bad,heavy,less restuarants,0,0,1.4635972328062488
436,". There was few restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was very smooth ",bad,0,few restuarants,0,0,0.8712121212121213
437,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was very smooth ",bad,0,lot of restuarants,0,0,0.8688186813186813
438,"There was less restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was very smooth . ",bad,very smooth,less restuarants,0,0,1.4620580142840418
439,". There was few restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was crawling .",bad,crawling,few restuarants,0,0,1.4571561446343448
440,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was crawling . ",bad,crawling,lot of restuarants,0,0,1.4522886551517111
441,"There was less restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was crawling . ",bad,crawling,less restuarants,0,0,1.4474551687763715
442,"There was few restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was less",bad,0,few restuarants,0,0,0.8570460704607046
443,"There was lot of restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was less . ",bad,less,lot of restuarants,0,0,1.4429650238473768
444,"There was less restuarants on the way from Kasaragod to Kollam,the road was bad and then traffic was less . ",bad,less,less restuarants,0,0,1.4408149973496935
445,"There was few restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was heavy ",smooth,0,few restuarants,0,0,0.8501344086021505
446,"There was few restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was heavy ",smooth,0,few restuarants,0,0,0.8478552278820375
447,". There was less restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was heavy . ",smooth,heavy,less restuarants,0,0,1.4315257352941178
448,"There was few restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was very smooth ",smooth,0,few restuarants,0,0,0.8433333333333333
449,"There was lot of restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was very smooth ",smooth,0,lot of restuarants,0,0,0.8410904255319149
450,"There was less restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was very smooth ",smooth,0,less restuarants,0,0,0.8388594164456233
451,"There was few restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was crawling ",smooth,0,few restuarants,0,0,0.8366402116402116
452,"There was lot of restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was crawling . ",smooth,crawling,lot of restuarants,0,0,1.4179389417444903
453,"There was less restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was crawling ",smooth,0,less restuarants,0,0,0.832236842105263
454,"There was few restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was less .",smooth,less,few restuarants,0,0,1.4137301793887336
455,". There was lot of restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was less . ",smooth,less,lot of restuarants,0,0,1.4117273177773468
456,"There was less restuarants on the way from Kollam to Kottayam,the road was smooth and then traffic was less ",smooth,0,less restuarants,0,0,0.830078125
457,"There was few restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was heavy ",very smooth,0,few restuarants,0,0,0.8322538860103628
458,"There was lot of restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was heavy . ",very smooth,heavy,lot of restuarants,0,0,1.4158621345276323
459,". There was less restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was heavy . ",very smooth,heavy,less restuarants,0,0,1.4156200941915227
460,"There was few restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was very smooth ",very smooth,0,few restuarants,0,0,0.8386479591836735
461,". There was lot of restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was very smooth . ",very smooth,very smooth,lot of restuarants,0,0,1.4252502106496228
462,"There was less restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was very smooth ",very smooth,0,less restuarants,0,0,0.8428030303030303
463,"There was few restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was crawling ",very smooth,0,few restuarants,0,0,0.8448492462311558
464,". There was lot of restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was crawling ",very smooth,0,lot of restuarants,0,0,0.846875
465,"There was less restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was crawling . ",very smooth,crawling,less restuarants,0,0,1.4310378550794414
466,"There was few restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was less .",very smooth,less,few restuarants,0,0,1.4331956539027395
467,"There was lot of restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was less ",very smooth,0,lot of restuarants,0,0,0.8528325123152709
468,"There was less restuarants on the way from Kollam to Kottayam,the road was very smooth and then traffic was less . ",very smooth,less,less restuarants,0,0,1.4363083538083536
469,"There was few restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was heavy . ",broken,heavy,few restuarants,0,0,1.4349586946332318
470,"There was lot of restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was heavy . ",broken,heavy,lot of restuarants,0,0,1.433622705398378
471,"There was less restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was heavy ",broken,0,less restuarants,0,0,0.8567073170731708
472,"There was few restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was very smooth ",broken,0,few restuarants,0,0,0.8576642335766425
473,"There was lot of restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was very smooth . ",broken,very smooth,lot of restuarants,0,0,1.4417857961929517
474,"There was less restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was very smooth . ",broken,very smooth,less restuarants,0,0,1.4479430708989105
475,"There was few restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was crawling . ",broken,crawling,few restuarants,0,0,1.4465967405402358
476,"There was lot of restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was crawling .",broken,crawling,lot of restuarants,0,0,1.4452636125898943
477,"There was less restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was crawling . ",broken,crawling,less restuarants,0,0,1.4439435142560142
478,"There was few restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was less . ",broken,less,few restuarants,0,0,1.445040121748755
479,"There was lot of restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was less .",broken,less,lot of restuarants,0,0,1.4461310014849036
480,"There was less restuarants on the way from Kollam to Kottayam,the road was broken and then traffic was less .",broken,less,less restuarants,0,0,1.4442329064111206
481,"There was few restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was heavy . ",bumpy,heavy,few restuarants,0,0,1.4399669563642947
482,"There was lot of restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was heavy . ",bumpy,heavy,lot of restuarants,0,0,1.4357275246527026
483,"There was less restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was heavy .",bumpy,heavy,less restuarants,0,0,1.4315143521416434
484,"There was few restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was very smooth ",bumpy,0,few restuarants,0,0,0.8540189125295508
485,". There was lot of restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was very smooth .",bumpy,very smooth,lot of restuarants,0,0,1.4325290615504205
486,"There was less restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was very smooth ",bumpy,0,less restuarants,0,0,0.8500000000000001
487,"There was few restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was crawling .",bumpy,crawling,few restuarants,0,0,1.426362903790905
488,"There was lot of restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was crawling .",bumpy,crawling,lot of restuarants,0,0,1.4222269138016594
489,"There was less restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was crawling . ",bumpy,crawling,less restuarants,0,0,1.4181161301488405
490,"There was few restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was less .",bumpy,less,few restuarants,0,0,1.416336584694518
491,"There was lot of restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was less .",bumpy,less,lot of restuarants,0,0,1.414564808481532
492,"There was less restuarants on the way from Kollam to Kottayam,the road was bumpy and then traffic was less .",bumpy,less,less restuarants,0,0,1.4180943477818477
493,"There was few restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was heavy . ",easy going,heavy,few restuarants,0,0,1.419310689898752
494,"There was lot of restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was heavy . ",easy going,heavy,lot of restuarants,0,0,1.4205118849040868
